order_id,order_date,customer_id,product_id,product_name,product_cost,quantity,selling_price,total_cost,total_sale,total_profit,campaign_id,order_month
O00869,2025-03-30,C0624,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,Organic,2025-03
O00870,2025-03-02,C0264,P008,Exfoliating Scrub,810.3,2,1426.46,1620.6,2852.92,1232.32,Organic,2025-03
O00871,2025-06-07,C0430,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,Organic,2025-06
O00872,2025-08-06,C0229,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,M08,2025-08
O00873,2025-08-09,C0403,P002,SPF 50 Sunscreen,190.04,1,365.12,190.04,365.12,175.08,M01,2025-08
O00874,2025-08-29,C0519,P004,Daily Multivitamin,151.95,1,278.02,151.95,278.02,126.07,M01,2025-08
O00875,2025-02-19,C0254,P026,Tracksuit,581.63,5,851.7,2908.15,4258.5,1350.35,M04,2025-02
O00876,2025-04-05,C0720,P022,Volumizing Spray,292.18,1,517.27,292.18,517.27,225.09,M05,2025-04
O00877,2025-10-24,C0722,P012,Athliesure Wear,777.17,2,1118.83,1554.34,2237.66,683.32,Organic,2025-10
O00878,2025-11-10,C1035,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M01,2025-11
O00879,2025-09-28,C0393,P007,Benchpress Bench and Bar,821.09,3,1637.92,2463.27,4913.76,2450.49,M01,2025-09
O00880,2025-02-20,C0439,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,Organic,2025-02
O00881,2025-09-01,C0380,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,Organic,2025-09
O00882,2025-02-24,C0727,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,M04,2025-02
O00883,2025-07-28,C0644,P004,Daily Multivitamin,151.95,1,278.02,151.95,278.02,126.07,M03,2025-07
O00884,2025-09-11,C0740,P025,Scalp Detox Scrub,993.64,3,1765.1,2980.92,5295.3,2314.38,M01,2025-09
O00885,2025-02-12,C1012,P011,Pull-up Set,824.85,1,1247.08,824.85,1247.08,422.23,M08,2025-02
O00886,2025-11-04,C0639,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,M07,2025-11
O00887,2025-05-29,C0877,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,Organic,2025-05
O00888,2025-09-01,C0753,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,M08,2025-09
O00889,2025-12-11,C0812,P004,Daily Multivitamin,151.95,4,278.02,607.8,1112.08,504.28,M02,2025-12
O00890,2025-03-03,C0809,P005,Hair Growth Oil,81.19,4,150.42,324.76,601.68,276.92,Organic,2025-03
O00891,2025-02-22,C0346,P024,Resistance Bands,442.52,1,862.21,442.52,862.21,419.69,M04,2025-02
O00892,2025-06-23,C0828,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,M07,2025-06
O00893,2025-09-13,C1192,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,M07,2025-09
O00894,2025-07-02,C0829,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,M03,2025-07
O00895,2025-08-21,C0251,P004,Daily Multivitamin,151.95,3,278.02,455.85,834.06,378.21,M04,2025-08
O00896,2025-11-18,C0061,P005,Hair Growth Oil,81.19,1,150.42,81.19,150.42,69.23,Organic,2025-11
O00897,2025-02-04,C0055,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,M06,2025-02
O00898,2025-03-20,C0198,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,Organic,2025-03
O00899,2025-09-24,C1009,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,M08,2025-09
O00900,2025-09-09,C0536,P017,Gentle Facial Cleanser,1005.92,5,1746.32,5029.6,8731.6,3702.0,M01,2025-09
O00901,2025-01-17,C0244,P014,Argan Oil Shampoo,1020.09,4,1782.36,4080.36,7129.44,3049.08,M07,2025-01
O00902,2025-08-15,C0074,P015,Anti-Aging Night Cream,732.53,1,1438.69,732.53,1438.69,706.16,M05,2025-08
O00903,2025-12-28,C1007,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,M07,2025-12
O00904,2025-09-07,C0225,P025,Scalp Detox Scrub,993.64,5,1765.1,4968.2,8825.5,3857.3,Organic,2025-09
O00905,2025-12-04,C1105,P018,Weight-Lifting Shoes,749.33,5,1307.8,3746.65,6539.0,2792.35,M03,2025-12
O00906,2025-09-17,C0802,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,M07,2025-09
O00907,2025-11-12,C0723,P022,Volumizing Spray,292.18,3,517.27,876.54,1551.81,675.27,M01,2025-11
O00908,2025-10-30,C0263,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,M01,2025-10
O00909,2025-11-17,C0780,P011,Pull-up Set,824.85,1,1247.08,824.85,1247.08,422.23,M06,2025-11
O00910,2025-07-30,C0116,P012,Athliesure Wear,777.17,2,1118.83,1554.34,2237.66,683.32,M05,2025-07
O00911,2025-10-31,C0135,P003,Anti-Frizz Serum,154.97,3,265.18,464.91,795.54,330.63,M03,2025-10
O00912,2025-01-11,C0668,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,M07,2025-01
O00913,2025-10-18,C0863,P017,Gentle Facial Cleanser,1005.92,3,1746.32,3017.76,5238.96,2221.2,M08,2025-10
O00914,2025-10-29,C0649,P001,Pre-Workout Formula,81.87,4,147.52,327.48,590.08,262.6,M06,2025-10
O00915,2025-10-21,C1001,P004,Daily Multivitamin,151.95,1,278.02,151.95,278.02,126.07,Organic,2025-10
O00916,2025-04-16,C1018,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,Organic,2025-04
O00917,2025-12-08,C0342,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,M07,2025-12
O00918,2025-04-14,C0155,P016,SPF 50 Sunscreen,1093.54,5,1568.83,5467.7,7844.15,2376.45,M05,2025-04
O00919,2025-01-25,C1175,P010,Plant-Based Protein,143.45,4,276.22,573.8,1104.88,531.08,Organic,2025-01
O00920,2025-11-16,C0189,P024,Resistance Bands,442.52,5,862.21,2212.6,4311.05,2098.45,M06,2025-11
O00921,2025-05-20,C1161,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,M04,2025-05
O00922,2025-06-27,C0158,P026,Tracksuit,581.63,3,851.7,1744.89,2555.1,810.21,M05,2025-06
O00923,2025-08-10,C1106,P022,Volumizing Spray,292.18,3,517.27,876.54,1551.81,675.27,M07,2025-08
O00924,2025-05-09,C1056,P020,Pre-Workout Formula,671.71,4,1257.35,2686.84,5029.4,2342.56,Organic,2025-05
O00925,2025-10-08,C0039,P006,Leave-In Hair Mist,529.14,5,897.09,2645.7,4485.45,1839.75,Organic,2025-10
O00926,2025-10-23,C0437,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,M07,2025-10
O00927,2025-10-17,C0123,P024,Resistance Bands,442.52,5,862.21,2212.6,4311.05,2098.45,M08,2025-10
O00928,2025-03-17,C0309,P008,Exfoliating Scrub,810.3,3,1426.46,2430.9,4279.38,1848.48,Organic,2025-03
O00929,2025-07-30,C0132,P011,Pull-up Set,824.85,2,1247.08,1649.7,2494.16,844.46,Organic,2025-07
O00930,2025-05-17,C0588,P027,Sweatband,196.1,2,371.46,392.2,742.92,350.72,M04,2025-05
O00931,2025-07-27,C0233,P008,Exfoliating Scrub,810.3,2,1426.46,1620.6,2852.92,1232.32,M04,2025-07
O00932,2025-06-08,C0995,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,Organic,2025-06
O00933,2025-08-05,C0076,P021,Exfoliating Scrub,236.38,2,410.46,472.76,820.92,348.16,M03,2025-08
O00934,2025-01-15,C0569,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,M01,2025-01
O00935,2025-09-06,C0041,P026,Tracksuit,581.63,1,851.7,581.63,851.7,270.07,Organic,2025-09
O00936,2025-02-12,C0611,P011,Pull-up Set,824.85,1,1247.08,824.85,1247.08,422.23,Organic,2025-02
O00937,2025-07-28,C0745,P029,Tennis Outfit,1047.18,1,1805.86,1047.18,1805.86,758.68,M03,2025-07
O00938,2025-05-01,C1170,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,Organic,2025-05
O00939,2025-09-25,C1189,P022,Volumizing Spray,292.18,5,517.27,1460.9,2586.35,1125.45,M02,2025-09
O00940,2025-05-02,C0251,P020,Pre-Workout Formula,671.71,3,1257.35,2015.13,3772.05,1756.92,M07,2025-05
O00941,2025-05-01,C0867,P030,Vitamin C Serum,1052.65,2,1994.92,2105.3,3989.84,1884.54,M03,2025-05
O00942,2025-04-20,C0901,P009,SPF 50 Sunscreen,332.29,4,509.1,1329.16,2036.4,707.24,M01,2025-04
O00943,2025-09-09,C0768,P018,Weight-Lifting Shoes,749.33,1,1307.8,749.33,1307.8,558.47,M07,2025-09
O00944,2025-09-01,C0505,P022,Volumizing Spray,292.18,3,517.27,876.54,1551.81,675.27,Organic,2025-09
O00945,2025-03-16,C0974,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,Organic,2025-03
O00946,2025-01-11,C0072,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,Organic,2025-01
O00947,2025-12-10,C0519,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M06,2025-12
O00948,2025-12-17,C1096,P004,Daily Multivitamin,151.95,2,278.02,303.9,556.04,252.14,Organic,2025-12
O00949,2025-07-18,C0805,P001,Pre-Workout Formula,81.87,3,147.52,245.61,442.56,196.95,M04,2025-07
O00950,2025-06-02,C0329,P007,Benchpress Bench and Bar,821.09,4,1637.92,3284.36,6551.68,3267.32,Organic,2025-06
O00951,2025-11-26,C0070,P014,Argan Oil Shampoo,1020.09,3,1782.36,3060.27,5347.08,2286.81,Organic,2025-11
O00952,2025-09-09,C0846,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,Organic,2025-09
O00953,2025-02-21,C0329,P027,Sweatband,196.1,3,371.46,588.3,1114.38,526.08,M06,2025-02
O00954,2025-08-04,C1122,P020,Pre-Workout Formula,671.71,3,1257.35,2015.13,3772.05,1756.92,M01,2025-08
O00955,2025-01-27,C0377,P021,Exfoliating Scrub,236.38,4,410.46,945.52,1641.84,696.32,Organic,2025-01
O00956,2025-03-11,C0821,P001,Pre-Workout Formula,81.87,2,147.52,163.74,295.04,131.3,Organic,2025-03
O00957,2025-06-10,C0169,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,M03,2025-06
O00958,2025-11-01,C0841,P022,Volumizing Spray,292.18,3,517.27,876.54,1551.81,675.27,M03,2025-11
O00959,2025-05-14,C0671,P006,Leave-In Hair Mist,529.14,3,897.09,1587.42,2691.27,1103.85,M07,2025-05
O00960,2025-07-08,C0806,P006,Leave-In Hair Mist,529.14,4,897.09,2116.56,3588.36,1471.8,Organic,2025-07
O00961,2025-10-20,C0043,P008,Exfoliating Scrub,810.3,1,1426.46,810.3,1426.46,616.16,Organic,2025-10
O00962,2025-11-28,C0469,P020,Pre-Workout Formula,671.71,1,1257.35,671.71,1257.35,585.64,Organic,2025-11
O00963,2025-04-12,C0346,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,M07,2025-04
O00964,2025-11-04,C0306,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,Organic,2025-11
O00965,2025-03-29,C0241,P019,Grip Strength Tool,491.38,1,775.01,491.38,775.01,283.63,Organic,2025-03
O00966,2025-08-11,C0930,P025,Scalp Detox Scrub,993.64,4,1765.1,3974.56,7060.4,3085.84,M04,2025-08
O00967,2025-04-08,C0546,P028,Hair Growth Oil,729.97,3,1124.06,2189.91,3372.18,1182.27,Organic,2025-04
O00968,2025-07-15,C0884,P005,Hair Growth Oil,81.19,2,150.42,162.38,300.84,138.46,Organic,2025-07
O00969,2025-05-25,C0388,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,M03,2025-05
O00970,2025-01-15,C0537,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,Organic,2025-01
O00971,2025-05-08,C1194,P012,Athliesure Wear,777.17,4,1118.83,3108.68,4475.32,1366.64,M08,2025-05
O00972,2025-03-10,C0663,P028,Hair Growth Oil,729.97,4,1124.06,2919.88,4496.24,1576.36,Organic,2025-03
O00973,2025-07-16,C0867,P023,Daily Multivitamin,271.03,5,535.19,1355.15,2675.95,1320.8,M02,2025-07
O00974,2025-10-13,C0107,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,Organic,2025-10
O00975,2025-08-30,C0726,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,Organic,2025-08
O00976,2025-11-03,C0094,P023,Daily Multivitamin,271.03,1,535.19,271.03,535.19,264.16,M07,2025-11
O00977,2025-06-04,C0760,P013,Running Shoes,139.5,2,249.72,279.0,499.44,220.44,Organic,2025-06
O00978,2025-10-14,C1189,P002,SPF 50 Sunscreen,190.04,2,365.12,380.08,730.24,350.16,M08,2025-10
O00979,2025-06-23,C0959,P029,Tennis Outfit,1047.18,2,1805.86,2094.36,3611.72,1517.36,M07,2025-06
O00980,2025-03-14,C0240,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,M03,2025-03
O00981,2025-09-13,C0576,P028,Hair Growth Oil,729.97,3,1124.06,2189.91,3372.18,1182.27,Organic,2025-09
O00982,2025-05-25,C0540,P029,Tennis Outfit,1047.18,5,1805.86,5235.9,9029.3,3793.4,Organic,2025-05
O00983,2025-05-16,C0642,P017,Gentle Facial Cleanser,1005.92,4,1746.32,4023.68,6985.28,2961.6,Organic,2025-05
O00984,2025-06-11,C1007,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,M08,2025-06
O00985,2025-01-28,C0305,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,M01,2025-01
O00986,2025-08-29,C0335,P009,SPF 50 Sunscreen,332.29,4,509.1,1329.16,2036.4,707.24,M08,2025-08
O00987,2025-01-21,C0731,P015,Anti-Aging Night Cream,732.53,5,1438.69,3662.65,7193.45,3530.8,M08,2025-01
O00988,2025-02-27,C0304,P028,Hair Growth Oil,729.97,1,1124.06,729.97,1124.06,394.09,M04,2025-02
O00989,2025-05-26,C0345,P006,Leave-In Hair Mist,529.14,5,897.09,2645.7,4485.45,1839.75,Organic,2025-05
O00990,2025-10-16,C1200,P029,Tennis Outfit,1047.18,2,1805.86,2094.36,3611.72,1517.36,M01,2025-10
O00991,2025-09-27,C1169,P025,Scalp Detox Scrub,993.64,2,1765.1,1987.28,3530.2,1542.92,M02,2025-09
O00992,2025-05-07,C1021,P025,Scalp Detox Scrub,993.64,1,1765.1,993.64,1765.1,771.46,Organic,2025-05
O00993,2025-01-14,C0250,P010,Plant-Based Protein,143.45,4,276.22,573.8,1104.88,531.08,M02,2025-01
O00994,2025-06-15,C0060,P005,Hair Growth Oil,81.19,1,150.42,81.19,150.42,69.23,M08,2025-06
O00995,2025-08-21,C0552,P021,Exfoliating Scrub,236.38,5,410.46,1181.9,2052.3,870.4,Organic,2025-08
O00996,2025-06-18,C0928,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,Organic,2025-06
O00997,2025-10-19,C0433,P005,Hair Growth Oil,81.19,1,150.42,81.19,150.42,69.23,Organic,2025-10
O00998,2025-05-25,C0114,P011,Pull-up Set,824.85,1,1247.08,824.85,1247.08,422.23,M07,2025-05
O00999,2025-02-17,C0523,P013,Running Shoes,139.5,2,249.72,279.0,499.44,220.44,M07,2025-02
O01000,2025-02-15,C0427,P001,Pre-Workout Formula,81.87,2,147.52,163.74,295.04,131.3,M07,2025-02
O01001,2025-05-26,C0316,P021,Exfoliating Scrub,236.38,1,410.46,236.38,410.46,174.08,M07,2025-05
O01002,2025-06-08,C0269,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,Organic,2025-06
O01003,2025-07-08,C0410,P017,Gentle Facial Cleanser,1005.92,4,1746.32,4023.68,6985.28,2961.6,M07,2025-07
O01004,2025-09-01,C1154,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,M07,2025-09
O01005,2025-07-08,C0382,P020,Pre-Workout Formula,671.71,4,1257.35,2686.84,5029.4,2342.56,Organic,2025-07
O01006,2025-02-17,C1052,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,Organic,2025-02
O01007,2025-12-13,C0318,P008,Exfoliating Scrub,810.3,4,1426.46,3241.2,5705.84,2464.64,M02,2025-12
O01008,2025-05-29,C0896,P015,Anti-Aging Night Cream,732.53,1,1438.69,732.53,1438.69,706.16,Organic,2025-05
O01009,2025-09-02,C0305,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,Organic,2025-09
O01010,2025-06-03,C0510,P027,Sweatband,196.1,5,371.46,980.5,1857.3,876.8,M01,2025-06
O01011,2025-10-10,C0093,P003,Anti-Frizz Serum,154.97,5,265.18,774.85,1325.9,551.05,M07,2025-10
O01012,2025-07-31,C0952,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,Organic,2025-07
O01013,2025-07-01,C1200,P009,SPF 50 Sunscreen,332.29,1,509.1,332.29,509.1,176.81,Organic,2025-07
O01014,2025-01-09,C0948,P004,Daily Multivitamin,151.95,2,278.02,303.9,556.04,252.14,Organic,2025-01
O01015,2025-07-21,C0171,P002,SPF 50 Sunscreen,190.04,4,365.12,760.16,1460.48,700.32,Organic,2025-07
O01016,2025-06-02,C0932,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,Organic,2025-06
O01017,2025-05-16,C0384,P011,Pull-up Set,824.85,2,1247.08,1649.7,2494.16,844.46,M05,2025-05
O01018,2025-12-11,C0889,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,M07,2025-12
O01019,2025-03-01,C0352,P001,Pre-Workout Formula,81.87,4,147.52,327.48,590.08,262.6,M07,2025-03
O01020,2025-12-03,C0997,P024,Resistance Bands,442.52,3,862.21,1327.56,2586.63,1259.07,Organic,2025-12
O01021,2025-11-12,C0809,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,M03,2025-11
O01022,2025-01-08,C0230,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,Organic,2025-01
O01023,2025-04-07,C0055,P028,Hair Growth Oil,729.97,2,1124.06,1459.94,2248.12,788.18,M03,2025-04
O01024,2025-11-29,C0893,P008,Exfoliating Scrub,810.3,5,1426.46,4051.5,7132.3,3080.8,M05,2025-11
O01025,2025-08-26,C0971,P005,Hair Growth Oil,81.19,4,150.42,324.76,601.68,276.92,M03,2025-08
O01026,2025-03-20,C0912,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,M08,2025-03
O01027,2025-10-27,C0413,P008,Exfoliating Scrub,810.3,3,1426.46,2430.9,4279.38,1848.48,M07,2025-10
O01028,2025-01-27,C0017,P011,Pull-up Set,824.85,1,1247.08,824.85,1247.08,422.23,Organic,2025-01
O01029,2025-08-10,C1016,P014,Argan Oil Shampoo,1020.09,5,1782.36,5100.45,8911.8,3811.35,M05,2025-08
O01030,2025-01-19,C0819,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,M08,2025-01
O01031,2025-04-29,C0125,P023,Daily Multivitamin,271.03,5,535.19,1355.15,2675.95,1320.8,M06,2025-04
O01032,2025-10-11,C0549,P003,Anti-Frizz Serum,154.97,4,265.18,619.88,1060.72,440.84,Organic,2025-10
O01033,2025-03-01,C0711,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,Organic,2025-03
O01034,2025-01-11,C0590,P006,Leave-In Hair Mist,529.14,2,897.09,1058.28,1794.18,735.9,M08,2025-01
O01035,2025-04-29,C0450,P017,Gentle Facial Cleanser,1005.92,5,1746.32,5029.6,8731.6,3702.0,Organic,2025-04
O01036,2025-06-23,C0960,P030,Vitamin C Serum,1052.65,2,1994.92,2105.3,3989.84,1884.54,Organic,2025-06
O01037,2025-12-31,C0854,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,Organic,2025-12
O01038,2025-03-24,C0425,P020,Pre-Workout Formula,671.71,3,1257.35,2015.13,3772.05,1756.92,Organic,2025-03
O01039,2025-02-14,C0989,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,M03,2025-02
O01040,2025-11-07,C0207,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,Organic,2025-11
O01041,2025-09-10,C0481,P010,Plant-Based Protein,143.45,2,276.22,286.9,552.44,265.54,M01,2025-09
O01042,2025-07-03,C0535,P029,Tennis Outfit,1047.18,3,1805.86,3141.54,5417.58,2276.04,Organic,2025-07
O01043,2025-03-31,C1032,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-03
O01044,2025-06-22,C0234,P014,Argan Oil Shampoo,1020.09,5,1782.36,5100.45,8911.8,3811.35,M04,2025-06
O01045,2025-09-07,C0697,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,Organic,2025-09
O01046,2025-10-13,C0310,P009,SPF 50 Sunscreen,332.29,5,509.1,1661.45,2545.5,884.05,Organic,2025-10
O01047,2025-02-23,C0104,P023,Daily Multivitamin,271.03,4,535.19,1084.12,2140.76,1056.64,Organic,2025-02
O01048,2025-02-26,C0209,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,M02,2025-02
O01049,2025-03-27,C0242,P021,Exfoliating Scrub,236.38,2,410.46,472.76,820.92,348.16,Organic,2025-03
O01050,2025-03-22,C0599,P024,Resistance Bands,442.52,4,862.21,1770.08,3448.84,1678.76,Organic,2025-03
O01051,2025-09-13,C0204,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,Organic,2025-09
O01052,2025-06-21,C0283,P027,Sweatband,196.1,1,371.46,196.1,371.46,175.36,Organic,2025-06
O01053,2025-08-13,C0014,P014,Argan Oil Shampoo,1020.09,2,1782.36,2040.18,3564.72,1524.54,Organic,2025-08
O01054,2025-08-31,C0588,P011,Pull-up Set,824.85,5,1247.08,4124.25,6235.4,2111.15,M05,2025-08
O01055,2025-07-10,C0850,P023,Daily Multivitamin,271.03,3,535.19,813.09,1605.57,792.48,Organic,2025-07
O01056,2025-05-06,C1085,P005,Hair Growth Oil,81.19,4,150.42,324.76,601.68,276.92,Organic,2025-05
O01057,2025-03-12,C0879,P026,Tracksuit,581.63,4,851.7,2326.52,3406.8,1080.28,Organic,2025-03
O01058,2025-08-23,C1058,P028,Hair Growth Oil,729.97,3,1124.06,2189.91,3372.18,1182.27,Organic,2025-08
O01059,2025-08-15,C0021,P005,Hair Growth Oil,81.19,5,150.42,405.95,752.1,346.15,Organic,2025-08
O01060,2025-02-13,C0645,P011,Pull-up Set,824.85,4,1247.08,3299.4,4988.32,1688.92,Organic,2025-02
O01061,2025-03-26,C0126,P014,Argan Oil Shampoo,1020.09,4,1782.36,4080.36,7129.44,3049.08,Organic,2025-03
O01062,2025-12-05,C0310,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,M05,2025-12
O01063,2025-08-03,C1134,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,Organic,2025-08
O01064,2025-06-10,C0705,P030,Vitamin C Serum,1052.65,1,1994.92,1052.65,1994.92,942.27,Organic,2025-06
O01065,2025-09-28,C0301,P020,Pre-Workout Formula,671.71,4,1257.35,2686.84,5029.4,2342.56,M04,2025-09
O01066,2025-10-06,C0906,P020,Pre-Workout Formula,671.71,3,1257.35,2015.13,3772.05,1756.92,Organic,2025-10
O01067,2025-11-29,C0405,P013,Running Shoes,139.5,3,249.72,418.5,749.16,330.66,M06,2025-11
O01068,2025-07-19,C0259,P024,Resistance Bands,442.52,5,862.21,2212.6,4311.05,2098.45,Organic,2025-07
O01069,2025-05-26,C0191,P007,Benchpress Bench and Bar,821.09,5,1637.92,4105.45,8189.6,4084.15,M06,2025-05
O01070,2025-11-22,C0048,P006,Leave-In Hair Mist,529.14,1,897.09,529.14,897.09,367.95,Organic,2025-11
O01071,2025-10-04,C0530,P019,Grip Strength Tool,491.38,2,775.01,982.76,1550.02,567.26,Organic,2025-10
O01072,2025-06-05,C0866,P024,Resistance Bands,442.52,5,862.21,2212.6,4311.05,2098.45,M01,2025-06
O01073,2025-07-10,C1040,P009,SPF 50 Sunscreen,332.29,3,509.1,996.87,1527.3,530.43,M02,2025-07
O01074,2025-08-18,C1173,P010,Plant-Based Protein,143.45,1,276.22,143.45,276.22,132.77,M04,2025-08
O01075,2025-10-25,C1093,P019,Grip Strength Tool,491.38,5,775.01,2456.9,3875.05,1418.15,M05,2025-10
O01076,2025-05-26,C1174,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,Organic,2025-05
O01077,2025-09-24,C0508,P024,Resistance Bands,442.52,1,862.21,442.52,862.21,419.69,M04,2025-09
O01078,2025-07-04,C0201,P015,Anti-Aging Night Cream,732.53,2,1438.69,1465.06,2877.38,1412.32,Organic,2025-07
O01079,2025-07-30,C0189,P003,Anti-Frizz Serum,154.97,1,265.18,154.97,265.18,110.21,M03,2025-07
O01080,2025-09-01,C0914,P007,Benchpress Bench and Bar,821.09,1,1637.92,821.09,1637.92,816.83,M07,2025-09
O01081,2025-10-29,C1063,P018,Weight-Lifting Shoes,749.33,4,1307.8,2997.32,5231.2,2233.88,Organic,2025-10
O01082,2025-10-27,C0868,P016,SPF 50 Sunscreen,1093.54,4,1568.83,4374.16,6275.32,1901.16,Organic,2025-10
O01083,2025-09-08,C0854,P024,Resistance Bands,442.52,2,862.21,885.04,1724.42,839.38,M03,2025-09
O01084,2025-09-06,C0938,P023,Daily Multivitamin,271.03,2,535.19,542.06,1070.38,528.32,Organic,2025-09
O01085,2025-09-20,C1084,P028,Hair Growth Oil,729.97,1,1124.06,729.97,1124.06,394.09,Organic,2025-09
O01086,2025-08-22,C0067,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,Organic,2025-08
O01087,2025-07-09,C0244,P030,Vitamin C Serum,1052.65,5,1994.92,5263.25,9974.6,4711.35,Organic,2025-07
O01088,2025-02-26,C0757,P004,Daily Multivitamin,151.95,5,278.02,759.75,1390.1,630.35,M03,2025-02
O01089,2025-03-02,C0625,P012,Athliesure Wear,777.17,3,1118.83,2331.51,3356.49,1024.98,M08,2025-03
O01090,2025-01-15,C0293,P026,Tracksuit,581.63,2,851.7,1163.26,1703.4,540.14,Organic,2025-01
O01091,2025-08-04,C0625,P002,SPF 50 Sunscreen,190.04,3,365.12,570.12,1095.36,525.24,M08,2025-08
O01092,2025-01-02,C1122,P004,Daily Multivitamin,151.95,3,278.02,455.85,834.06,378.21,M01,2025-01
O01093,2025-08-02,C1174,P016,SPF 50 Sunscreen,1093.54,3,1568.83,3280.62,4706.49,1425.87,M06,2025-08
O01094,2025-07-13,C0272,P016,SPF 50 Sunscreen,1093.54,2,1568.83,2187.08,3137.66,950.58,M08,2025-07
O01095,2025-08-19,C0920,P022,Volumizing Spray,292.18,2,517.27,584.36,1034.54,450.18,Organic,2025-08
