order_id,order_date,customer_id,product_id,quantity,unit_price,campaign_id
O01089,2025-03-02,C0625,P012,3,1118.83,M08
O01090,2025-01-15,C0293,P026,2,851.7,
O01091,2025-08-04,C0625,P002,3,365.12,M08
O01092,2025-01-02,C1122,P004,3,278.02,M01
O01093,2025-08-02,C1174,P016,3,1568.83,M06
O01094,2025-07-13,C0272,P016,2,1568.83,M08
O01095,2025-08-19,C0920,P022,2,517.27,
O01096,2025-06-16,C0839,P003,4,265.18,M07
O01097,2025-06-23,C0094,P018,4,1307.8,
O01098,2025-11-27,C0340,P003,1,265.18,M05
O01099,2025-10-15,C0254,P021,5,410.46,M01
O01100,2025-10-19,C0388,P017,4,1746.32,M01
O01101,2025-03-03,C1090,P022,2,517.27,
O01102,2025-05-21,C0422,P026,2,851.7,
O01103,2025-10-24,C0174,P015,5,1438.69,
O01104,2025-07-25,C0093,P019,4,775.01,
O01105,2025-01-12,C0896,P011,2,1247.08,M06
O01106,2025-07-15,C0187,P009,1,509.1,
O01107,2025-10-05,C0585,P006,2,897.09,M02
O01108,2025-03-20,C0835,P010,2,276.22,M06
O01109,2025-04-03,C0120,P001,3,147.52,M06
O01110,2025-03-14,C0664,P014,3,1782.36,M02
O01111,2025-01-27,C0491,P007,5,1637.92,M08
O01112,2025-09-18,C1034,P025,4,1765.1,
O01113,2025-05-18,C0652,P002,4,365.12,M02
O01114,2025-09-05,C0835,P001,2,147.52,
O01115,2025-01-10,C1135,P009,5,509.1,
O01116,2025-05-07,C1137,P025,2,1765.1,M07
O01117,2025-08-17,C1025,P003,2,265.18,
O01118,2025-03-14,C1107,P012,2,1118.83,
O01119,2025-10-03,C1137,P014,4,1782.36,M08
O01120,2025-11-14,C0343,P010,1,276.22,M08
O01121,2025-05-20,C0514,P020,4,1257.35,
O01122,2025-11-20,C1199,P007,5,1637.92,M03
O01123,2025-10-01,C0144,P019,3,775.01,M02
O01124,2025-03-13,C1140,P024,3,862.21,
O01125,2025-04-18,C1034,P020,3,1257.35,
O01126,2025-06-25,C0536,P021,4,410.46,M06
O01127,2025-06-24,C0942,P007,5,1637.92,M03
O01128,2025-11-27,C0005,P030,5,1994.92,M01
O01129,2025-12-11,C0847,P006,5,897.09,
O01130,2025-12-27,C0805,P016,5,1568.83,M02
O01131,2025-10-03,C0912,P001,1,147.52,M07
O01132,2025-11-04,C0793,P012,2,1118.83,
O01133,2025-12-23,C0256,P001,4,147.52,M04
O01134,2025-08-16,C0454,P001,1,147.52,
O01135,2025-12-15,C0733,P030,2,1994.92,M05
O01136,2025-04-24,C1012,P008,3,1426.46,M08
O01137,2025-12-27,C0429,P023,1,535.19,M07
O01138,2025-02-26,C0569,P028,5,1124.06,M03
O01139,2025-10-10,C1159,P007,5,1637.92,M02
O01140,2025-10-29,C0134,P005,2,150.42,M04
O01141,2025-09-25,C0562,P024,2,862.21,
O01142,2025-01-12,C1092,P023,5,535.19,M08
O01143,2025-01-02,C0107,P014,3,1782.36,M07
O01144,2025-05-21,C1062,P004,4,278.02,M01
O01145,2025-04-25,C0570,P002,4,365.12,M06
O01146,2025-01-03,C0399,P013,3,249.72,M01
O01147,2025-04-26,C0868,P023,1,535.19,
O01148,2025-04-11,C0675,P006,3,897.09,M02
O01149,2025-01-15,C0885,P016,1,1568.83,M06
O01150,2025-05-09,C0221,P008,4,1426.46,M06
O01151,2025-01-28,C0684,P027,5,371.46,
O01152,2025-02-07,C0899,P025,1,1765.1,
O01153,2025-10-24,C0176,P004,1,278.02,
O01154,2025-07-13,C0134,P011,2,1247.08,M08
O01155,2025-01-29,C0885,P010,1,276.22,M01
O01156,2025-10-14,C0604,P002,4,365.12,M07
O01157,2025-04-30,C0022,P028,4,1124.06,M07
O01158,2025-11-14,C0208,P020,3,1257.35,
O01159,2025-12-12,C0054,P026,4,851.7,M04
O01160,2025-02-25,C0026,P004,5,278.02,
O01161,2025-10-31,C0397,P026,5,851.7,M05
O01162,2025-07-01,C0986,P014,5,1782.36,M04
O01163,2025-03-12,C0091,P026,1,851.7,M07
O01164,2025-09-20,C0733,P021,3,410.46,M03
O01165,2025-03-17,C0633,P016,5,1568.83,M06
O01166,2025-01-05,C0297,P017,1,1746.32,M01
O01167,2025-08-05,C0401,P012,2,1118.83,
O01168,2025-04-14,C0141,P026,3,851.7,M08
O01169,2025-12-22,C0958,P023,5,535.19,
O01170,2025-10-24,C0688,P019,5,775.01,M06
O01171,2025-03-25,C0931,P004,1,278.02,M01
O01172,2025-11-24,C0472,P008,4,1426.46,
O01173,2025-05-03,C0679,P016,4,1568.83,M03
O01174,2025-01-04,C0021,P012,1,1118.83,M02
O01175,2025-03-14,C0902,P010,2,276.22,
O01176,2025-07-04,C0061,P002,2,365.12,M03
O01177,2025-04-23,C0537,P029,2,1805.86,M04
O01178,2025-04-02,C0045,P007,2,1637.92,
O01179,2025-02-21,C0282,P001,4,147.52,
O01180,2025-02-26,C0431,P011,3,1247.08,M06
O01181,2025-07-10,C0351,P022,5,517.27,
O01182,2025-11-16,C0889,P029,1,1805.86,M03
O01183,2025-04-08,C1091,P007,4,1637.92,
O01184,2025-06-12,C0880,P020,2,1257.35,
O01185,2025-11-12,C0388,P019,5,775.01,M03
O01186,2025-06-17,C0110,P008,3,1426.46,
O01187,2025-09-18,C1002,P019,2,775.01,
O01188,2025-08-29,C0133,P026,2,851.7,M06
O01189,2025-09-13,C0951,P017,2,1746.32,M06
O01190,2025-09-27,C0990,P023,4,535.19,M07
O01191,2025-11-23,C1196,P030,1,1994.92,M04
O01192,2025-08-20,C0481,P028,4,1124.06,M07
O01193,2025-07-13,C0322,P019,3,775.01,M02
O01194,2025-03-10,C0173,P025,3,1765.1,M06
O01195,2025-04-28,C0085,P019,4,775.01,M06
O01196,2025-08-07,C0958,P015,4,1438.69,M08
O01197,2025-06-12,C0784,P009,1,509.1,M04
O01198,2025-05-16,C0156,P021,3,410.46,
O01199,2025-05-31,C1028,P027,5,371.46,M02
O01200,2025-05-22,C0467,P030,1,1994.92,M06
O01201,2025-01-20,C0411,P018,3,1307.8,M06
O01202,2025-05-09,C0563,P010,2,276.22,
O01203,2025-03-12,C1113,P028,3,1124.06,M05
O01204,2025-05-25,C0710,P027,4,371.46,
O01205,2025-10-24,C0025,P025,4,1765.1,
O01206,2025-03-18,C0815,P028,2,1124.06,M04
O01207,2025-08-31,C1057,P008,5,1426.46,
O01208,2025-08-28,C0945,P024,3,862.21,
O01209,2025-06-10,C0385,P028,4,1124.06,
O01210,2025-12-24,C0430,P014,4,1782.36,M01
O01211,2025-07-11,C1183,P005,2,150.42,M01
O01212,2025-09-13,C0727,P026,3,851.7,M07
O01213,2025-12-18,C0827,P025,5,1765.1,M01
O01214,2025-10-18,C0066,P026,2,851.7,M06
O01215,2025-10-18,C1176,P021,4,410.46,
O01216,2025-04-15,C0131,P013,5,249.72,M08
O01217,2025-02-25,C1167,P011,4,1247.08,
O01218,2025-06-05,C0352,P003,1,265.18,
O01219,2025-04-01,C1001,P002,1,365.12,M02
O01220,2025-07-17,C0422,P010,2,276.22,M02
O01221,2025-08-21,C0755,P002,5,365.12,M06
O01222,2025-07-30,C0322,P013,1,249.72,M07
O01223,2025-09-02,C0141,P024,4,862.21,
O01224,2025-04-16,C0422,P005,3,150.42,M08
O01225,2025-03-23,C1178,P020,3,1257.35,M08
O01226,2025-05-22,C0016,P007,2,1637.92,M07
O01227,2025-11-06,C0506,P026,5,851.7,M08
O01228,2025-08-24,C1180,P015,1,1438.69,
O01229,2025-05-28,C0935,P021,3,410.46,
O01230,2025-12-31,C0610,P026,4,851.7,
O01231,2025-03-31,C0511,P014,2,1782.36,
O01232,2025-08-10,C0788,P015,2,1438.69,
O01233,2025-02-18,C0090,P013,2,249.72,
O01234,2025-03-22,C1102,P009,3,509.1,
O01235,2025-02-04,C0445,P023,4,535.19,M02
O01236,2025-07-08,C0216,P003,5,265.18,
O01237,2025-06-16,C0924,P014,2,1782.36,M01
O01238,2025-08-25,C0150,P001,4,147.52,M07
O01239,2025-04-10,C0078,P013,1,249.72,M03
O01240,2025-06-17,C0951,P022,4,517.27,M02
O01241,2025-10-08,C0497,P022,4,517.27,M05
O01242,2025-03-24,C0037,P006,5,897.09,M05
O01243,2025-03-05,C0801,P018,2,1307.8,M01
O01244,2025-12-13,C0315,P009,4,509.1,M04
O01245,2025-01-18,C1091,P029,2,1805.86,M01
O01246,2025-11-22,C1071,P026,1,851.7,M05
O01247,2025-08-16,C0010,P002,1,365.12,
O01248,2025-04-14,C0512,P030,3,1994.92,
O01249,2025-04-13,C0033,P003,4,265.18,M01
O01250,2025-06-22,C0394,P027,1,371.46,M02
O01251,2025-12-07,C0343,P006,1,897.09,M02
O01252,2025-06-17,C1152,P011,2,1247.08,
O01253,2025-10-05,C0877,P013,1,249.72,M02
O01254,2025-07-02,C0356,P011,1,1247.08,M06
O01255,2025-01-07,C0436,P013,4,249.72,M05
O01256,2025-11-29,C0756,P020,1,1257.35,M04
O01257,2025-07-30,C1024,P010,1,276.22,
O01258,2025-10-19,C0516,P006,1,897.09,M07
O01259,2025-12-14,C0273,P030,3,1994.92,M06
O01260,2025-12-08,C0139,P016,3,1568.83,M08
O01261,2025-07-15,C0477,P017,5,1746.32,M01
O01262,2025-04-30,C0255,P001,3,147.52,M07
O01263,2025-05-05,C0163,P020,1,1257.35,M08
O01264,2025-06-01,C0311,P007,4,1637.92,M01
O01265,2025-05-02,C0909,P030,3,1994.92,M06
O01266,2025-11-26,C0082,P026,5,851.7,
O01267,2025-08-01,C0591,P021,1,410.46,M06
O01268,2025-06-25,C0422,P008,5,1426.46,M04
O01269,2025-12-18,C0456,P023,5,535.19,
O01270,2025-09-24,C0376,P011,4,1247.08,
O01271,2025-02-03,C1007,P028,1,1124.06,
O01272,2025-01-27,C0290,P021,2,410.46,M03
O01273,2025-10-31,C0419,P018,2,1307.8,M07
O01274,2025-08-28,C0337,P010,2,276.22,M03
O01275,2025-11-07,C0621,P008,3,1426.46,M04
O01276,2025-05-20,C0986,P028,1,1124.06,
O01277,2025-07-04,C0774,P013,2,249.72,M07
O01278,2025-09-16,C0888,P020,2,1257.35,
O01279,2025-09-04,C0782,P001,4,147.52,
O01280,2025-06-03,C1101,P020,2,1257.35,M03
O01281,2025-05-12,C0950,P013,3,249.72,M07
O01282,2025-10-15,C0985,P020,1,1257.35,M08
O01283,2025-04-11,C0389,P005,1,150.42,M06
O01284,2025-09-09,C0852,P013,4,249.72,
O01285,2025-07-11,C1003,P013,3,249.72,
O01286,2025-10-29,C0838,P003,1,265.18,
O01287,2025-03-05,C1159,P013,2,249.72,M07
O01288,2025-05-11,C0714,P025,5,1765.1,
O01289,2025-11-22,C0755,P023,1,535.19,
O01290,2025-08-06,C0506,P024,2,862.21,M06
O01291,2025-11-20,C0058,P023,2,535.19,M08
O01292,2025-12-15,C0521,P005,2,150.42,
O01293,2025-12-06,C0331,P027,1,371.46,M02
O01294,2025-11-26,C0788,P023,4,535.19,
O01295,2025-02-11,C0387,P017,4,1746.32,M07
O01296,2025-05-10,C0619,P023,5,535.19,
O01297,2025-12-04,C0784,P029,5,1805.86,M07
O01298,2025-02-15,C1173,P004,3,278.02,
O01299,2025-05-18,C0430,P024,4,862.21,
O01300,2025-01-04,C1008,P006,1,897.09,M07
O01301,2025-09-26,C0591,P014,4,1782.36,M06
O01302,2025-04-06,C0276,P023,2,535.19,M02
O01303,2025-08-19,C0436,P019,2,775.01,M03
O01304,2025-04-09,C0838,P009,4,509.1,
O01305,2025-11-16,C0341,P004,1,278.02,M07
O01306,2025-03-05,C0132,P009,3,509.1,M04
O01307,2025-09-02,C0207,P016,1,1568.83,M01
O01308,2025-12-07,C0086,P019,1,775.01,M01
O01309,2025-07-12,C1066,P020,3,1257.35,
O01310,2025-08-31,C0691,P025,5,1765.1,M06
O01311,2025-12-16,C0703,P029,3,1805.86,
O01312,2025-07-04,C0817,P022,4,517.27,
O01313,2025-07-02,C0677,P028,1,1124.06,M07
O01314,2025-03-13,C0252,P001,5,147.52,M04
O01315,2025-07-08,C0974,P015,5,1438.69,M04
O01316,2025-01-02,C0660,P021,1,410.46,
O01317,2025-01-24,C0667,P026,4,851.7,M08
O01318,2025-07-24,C0167,P024,3,862.21,M08
O01319,2025-12-04,C0206,P028,4,1124.06,M04
O01320,2025-12-31,C1066,P005,5,150.42,
O01321,2025-09-16,C0262,P002,4,365.12,
O01322,2025-06-04,C1124,P027,4,371.46,M08
O01323,2025-03-01,C1108,P016,2,1568.83,M03
O01324,2025-12-04,C0184,P023,1,535.19,M01
O01325,2025-03-24,C0669,P030,4,1994.92,
O01326,2025-04-23,C0528,P024,4,862.21,
O01327,2025-12-10,C0279,P004,5,278.02,
O01328,2025-09-09,C0682,P003,2,265.18,
O01329,2025-11-04,C0703,P003,4,265.18,
O01330,2025-07-15,C1151,P021,4,410.46,
O01331,2025-04-25,C0237,P009,3,509.1,M02
O01332,2025-06-24,C0386,P024,1,862.21,M03
O01333,2025-06-10,C1182,P013,1,249.72,M04
O01334,2025-07-18,C0655,P014,3,1782.36,
O01335,2025-03-06,C0455,P017,1,1746.32,M08
O01336,2025-06-11,C0608,P005,2,150.42,M08
O01337,2025-03-17,C0581,P020,2,1257.35,
O01338,2025-12-26,C0656,P002,3,365.12,M02
O01339,2025-05-21,C1176,P028,4,1124.06,
O01340,2025-04-21,C0597,P016,4,1568.83,M06
O01341,2025-03-20,C0432,P027,2,371.46,
O01342,2025-01-27,C0367,P030,4,1994.92,
O01343,2025-06-03,C0327,P027,1,371.46,M06
O01344,2025-08-05,C0970,P022,3,517.27,
O01345,2025-07-20,C1082,P003,3,265.18,M04
O01346,2025-12-25,C1123,P028,4,1124.06,M06
O01347,2025-10-25,C0111,P028,3,1124.06,M03
O01348,2025-10-23,C0905,P005,4,150.42,M03
O01349,2025-04-18,C0401,P007,1,1637.92,M02
O01350,2025-12-14,C0303,P026,4,851.7,
O01351,2025-08-07,C0345,P022,1,517.27,M08
O01352,2025-04-02,C0241,P002,5,365.12,
O01353,2025-10-31,C0305,P014,4,1782.36,M02
O01354,2025-05-04,C1001,P013,3,249.72,
O01355,2025-03-30,C0769,P021,1,410.46,
O01356,2025-11-29,C0564,P013,4,249.72,M02
O01357,2025-03-01,C0250,P003,4,265.18,
O01358,2025-09-18,C0048,P008,5,1426.46,M08
O01359,2025-05-21,C0194,P023,5,535.19,M08
O01360,2025-11-27,C0889,P023,3,535.19,M02
O01361,2025-06-16,C1101,P003,2,265.18,M01
O01362,2025-07-21,C1099,P018,5,1307.8,M02
O01363,2025-04-17,C0241,P022,2,517.27,
O01364,2025-12-22,C0011,P006,5,897.09,M06
O01365,2025-03-04,C0264,P002,5,365.12,M03
O01366,2025-02-14,C0526,P018,1,1307.8,M02
O01367,2025-09-17,C0745,P010,5,276.22,M01
O01368,2025-05-08,C0095,P010,5,276.22,
O01369,2025-05-31,C1094,P022,4,517.27,M08
O01370,2025-12-22,C1071,P011,3,1247.08,
O01371,2025-09-19,C0203,P007,1,1637.92,M04
O01372,2025-03-14,C0441,P010,2,276.22,
O01373,2025-04-21,C0736,P019,3,775.01,M07
O01374,2025-02-08,C0523,P018,3,1307.8,M03
O01375,2025-07-24,C0171,P015,3,1438.69,
O01376,2025-12-22,C1098,P005,2,150.42,M05
O01377,2025-11-21,C0395,P023,3,535.19,M03
O01378,2025-08-03,C0315,P027,3,371.46,
O01379,2025-08-11,C0054,P013,5,249.72,M05
O01380,2025-03-05,C0226,P018,5,1307.8,M06
O01381,2025-11-24,C0744,P003,3,265.18,
O01382,2025-03-16,C0463,P028,3,1124.06,M07
O01383,2025-04-24,C0216,P013,1,249.72,M05
O01384,2025-10-29,C1003,P027,1,371.46,M05
O01385,2025-10-10,C0203,P009,1,509.1,M07
O01386,2025-04-03,C1089,P012,5,1118.83,M07
O01387,2025-09-02,C0262,P019,3,775.01,M03
O01388,2025-12-03,C0293,P005,4,150.42,M05
O01389,2025-01-28,C0759,P030,2,1994.92,
O01390,2025-08-03,C0938,P023,2,535.19,M06
O01391,2025-08-28,C0588,P017,3,1746.32,
O01392,2025-09-24,C0469,P023,3,535.19,
O01393,2025-02-14,C0833,P010,3,276.22,
O01394,2025-11-21,C0158,P003,2,265.18,
O01395,2025-03-26,C0118,P019,1,775.01,
O01396,2025-10-11,C1010,P030,1,1994.92,
O01397,2025-08-06,C1042,P022,2,517.27,M02
O01398,2025-07-27,C0390,P001,1,147.52,
O01399,2025-12-26,C0707,P018,2,1307.8,
O01400,2025-12-05,C1082,P030,5,1994.92,M08
O01401,2025-03-28,C1073,P022,2,517.27,M06
O01402,2025-03-10,C0724,P017,1,1746.32,M07
O01403,2025-03-29,C0232,P012,3,1118.83,
O01404,2025-05-08,C1105,P027,1,371.46,M08
O01405,2025-05-31,C0437,P009,1,509.1,
O01406,2025-10-19,C0446,P013,3,249.72,
O01407,2025-11-26,C0073,P017,4,1746.32,
O01408,2025-09-07,C0729,P002,1,365.12,
O01409,2025-06-18,C0725,P010,1,276.22,M03
O01410,2025-07-25,C0019,P012,1,1118.83,M04
O01411,2025-02-13,C1054,P017,2,1746.32,M08
O01412,2025-01-04,C0513,P005,2,150.42,M06
O01413,2025-06-03,C0878,P012,2,1118.83,M05
O01414,2025-02-25,C0900,P015,2,1438.69,M07
O01415,2025-01-03,C0407,P012,1,1118.83,M01
O01416,2025-03-10,C0863,P013,3,249.72,
O01417,2025-03-24,C0408,P022,4,517.27,
O01418,2025-05-17,C0863,P004,4,278.02,M03
O01419,2025-06-16,C0819,P025,5,1765.1,
O01420,2025-07-19,C0225,P005,1,150.42,
O01421,2025-03-06,C0705,P005,5,150.42,M04
O01422,2025-01-27,C0701,P022,4,517.27,
O01423,2025-01-05,C0984,P014,3,1782.36,M02
O01424,2025-08-08,C0313,P008,5,1426.46,M05
O01425,2025-02-28,C0540,P028,2,1124.06,
O01426,2025-08-08,C0971,P007,1,1637.92,
O01427,2025-09-15,C0372,P020,2,1257.35,
O01428,2025-10-30,C0305,P021,2,410.46,M07
O01429,2025-01-20,C0394,P009,2,509.1,M04
O01430,2025-02-16,C0105,P028,4,1124.06,M05
O01431,2025-12-25,C0474,P021,2,410.46,M08
O01432,2025-02-01,C0875,P017,1,1746.32,M05
O01433,2025-07-06,C0719,P009,4,509.1,M01
O01434,2025-04-04,C0002,P002,1,365.12,
O01435,2025-06-14,C0585,P007,4,1637.92,M02
O01436,2025-08-09,C0517,P006,4,897.09,M05
O01437,2025-02-27,C0028,P004,5,278.02,
O01438,2025-03-08,C0739,P011,3,1247.08,
O01439,2025-10-29,C0762,P017,2,1746.32,
O01440,2025-04-18,C0787,P019,1,775.01,
O01441,2025-03-08,C0247,P021,1,410.46,M04
O01442,2025-04-09,C0913,P023,1,535.19,M06
O01443,2025-06-04,C0972,P024,2,862.21,M03
O01444,2025-01-23,C0393,P005,4,150.42,M05
O01445,2025-10-14,C0750,P012,4,1118.83,
O01446,2025-03-02,C0894,P030,1,1994.92,M01
O01447,2025-03-27,C0562,P020,2,1257.35,M01
O01448,2025-12-22,C0815,P007,4,1637.92,
O01449,2025-09-20,C0339,P003,4,265.18,
O01450,2025-07-16,C0800,P018,4,1307.8,
O01451,2025-04-16,C0008,P006,2,897.09,M01
O01452,2025-09-20,C1032,P015,5,1438.69,M04
O01453,2025-06-01,C0550,P023,5,535.19,M04
O01454,2025-01-24,C0488,P018,3,1307.8,M03
O01455,2025-05-23,C0273,P030,3,1994.92,
O01456,2025-01-27,C0510,P021,2,410.46,M01
O01457,2025-11-29,C0756,P012,3,1118.83,M05
O01458,2025-03-10,C0604,P014,3,1782.36,
O01459,2025-11-17,C0022,P027,3,371.46,M05
O01460,2025-04-01,C0033,P009,5,509.1,
O01461,2025-10-26,C0783,P004,3,278.02,
O01462,2025-11-21,C1129,P020,2,1257.35,
O01463,2025-04-23,C0551,P011,2,1247.08,M07
O01464,2025-03-21,C0475,P015,4,1438.69,M08
O01465,2025-02-17,C0372,P016,4,1568.83,M03
O01466,2025-04-07,C1005,P019,2,775.01,
O01467,2025-01-11,C0334,P010,2,276.22,
O01468,2025-12-18,C0385,P020,1,1257.35,M07
O01469,2025-05-06,C0825,P015,1,1438.69,
O01470,2025-03-12,C0025,P024,5,862.21,M07
O01471,2025-01-11,C0028,P004,1,278.02,M02
O01472,2025-05-18,C0028,P005,1,150.42,
O01473,2025-02-24,C0694,P018,1,1307.8,M08
O01474,2025-10-16,C0910,P029,2,1805.86,M08
O01475,2025-03-21,C0115,P008,5,1426.46,
O01476,2025-11-18,C0253,P018,1,1307.8,
O01477,2025-02-22,C0608,P018,1,1307.8,M07
O01478,2025-03-14,C0460,P001,1,147.52,M07
O01479,2025-03-17,C0588,P012,2,1118.83,
O01480,2025-12-17,C0231,P013,4,249.72,M02
O01481,2025-04-25,C0578,P004,3,278.02,M06
O01482,2025-03-02,C0174,P012,1,1118.83,
O01483,2025-04-02,C1087,P014,3,1782.36,M07
O01484,2025-03-18,C0618,P029,5,1805.86,
O01485,2025-06-28,C0213,P029,3,1805.86,
O01486,2025-12-05,C0544,P012,1,1118.83,
O01487,2025-03-18,C0301,P025,3,1765.1,M08
O01488,2025-09-02,C0138,P027,1,371.46,M05
O01489,2025-03-16,C0662,P003,2,265.18,M07
O01490,2025-06-30,C1013,P011,4,1247.08,M07
O01491,2025-11-05,C0683,P026,2,851.7,
O01492,2025-12-01,C0504,P030,4,1994.92,M08
O01493,2025-10-03,C1009,P018,5,1307.8,M04
O01494,2025-07-16,C1190,P003,4,265.18,M04
O01495,2025-12-26,C0482,P003,3,265.18,M01
O01496,2025-07-05,C0971,P018,2,1307.8,
O01497,2025-01-31,C0716,P030,3,1994.92,
O01498,2025-03-13,C0943,P010,2,276.22,
O01499,2025-10-10,C0863,P030,2,1994.92,M04
O01500,2025-01-29,C0283,P024,1,862.21,
O01501,2025-12-27,C0774,P005,1,150.42,
O01502,2025-08-06,C0111,P012,1,1118.83,
O01503,2025-02-07,C0324,P016,1,1568.83,M03
O01504,2025-02-10,C0158,P008,1,1426.46,M07
O01505,2025-03-18,C0374,P025,4,1765.1,
O01506,2025-09-28,C0614,P023,4,535.19,M06
O01507,2025-08-16,C0028,P026,3,851.7,M01
O01508,2025-11-25,C0356,P002,5,365.12,M07
O01509,2025-08-05,C0931,P022,5,517.27,
O01510,2025-05-13,C1172,P030,5,1994.92,M04
O01511,2025-08-05,C0322,P030,3,1994.92,
O01512,2025-09-25,C0257,P013,2,249.72,M01
O01513,2025-04-23,C0377,P013,5,249.72,
O01514,2025-02-09,C0960,P027,4,371.46,M07
O01515,2025-07-14,C0112,P006,3,897.09,
O01516,2025-04-10,C0223,P009,1,509.1,M06
O01517,2025-01-15,C0578,P008,2,1426.46,M02
O01518,2025-04-19,C0023,P020,3,1257.35,M04
O01519,2025-11-23,C0067,P030,2,1994.92,M01
O01520,2025-10-16,C0991,P026,1,851.7,M02
O01521,2025-06-08,C0731,P001,3,147.52,
O01522,2025-09-14,C0645,P007,4,1637.92,
O01523,2025-03-08,C0200,P023,3,535.19,M02
O01524,2025-09-15,C0308,P026,1,851.7,M07
O01525,2025-09-02,C0077,P019,3,775.01,M08
O01526,2025-02-10,C0192,P029,2,1805.86,
O01527,2025-12-15,C0289,P021,2,410.46,
O01528,2025-09-14,C1072,P017,3,1746.32,M03
O01529,2025-06-23,C0738,P010,5,276.22,
O01530,2025-08-09,C0794,P002,2,365.12,M02
O01531,2025-03-20,C1019,P019,1,775.01,
O01532,2025-03-15,C0634,P025,5,1765.1,
O01533,2025-02-14,C0193,P016,4,1568.83,M05
O01534,2025-03-24,C0574,P003,5,265.18,M02
O01535,2025-02-06,C0944,P006,3,897.09,
O01536,2025-05-12,C0906,P025,2,1765.1,
O01537,2025-10-19,C0082,P016,3,1568.83,
O01538,2025-07-25,C0265,P014,4,1782.36,M06
O01539,2025-07-11,C0847,P003,5,265.18,M01
O01540,2025-11-14,C0117,P021,2,410.46,
O01541,2025-10-15,C0317,P001,1,147.52,M03
O01542,2025-10-19,C0150,P013,2,249.72,M08
O01543,2025-12-09,C0715,P003,4,265.18,M08
O01544,2025-02-25,C0370,P003,1,265.18,
O01545,2025-07-23,C0888,P025,2,1765.1,M02
O01546,2025-06-12,C0996,P011,2,1247.08,
O01547,2025-09-01,C0571,P004,4,278.02,M03
O01548,2025-08-29,C0438,P005,3,150.42,M07
O01549,2025-02-01,C0741,P030,4,1994.92,
O01550,2025-04-20,C0434,P002,1,365.12,
O01551,2025-12-17,C0553,P014,3,1782.36,
O01552,2025-02-12,C0142,P005,3,150.42,M05
O01553,2025-12-31,C0860,P015,5,1438.69,M05
O01554,2025-04-05,C0111,P027,1,371.46,
O01555,2025-08-08,C0609,P011,2,1247.08,M07
O01556,2025-09-04,C1097,P016,2,1568.83,
O01557,2025-08-12,C1169,P012,4,1118.83,
O01558,2025-10-15,C0407,P026,1,851.7,
O01559,2025-10-24,C0297,P020,3,1257.35,
O01560,2025-06-12,C0309,P001,4,147.52,
O01561,2025-09-13,C0649,P028,1,1124.06,
O01562,2025-12-12,C0539,P014,5,1782.36,
O01563,2025-08-19,C0258,P027,4,371.46,
O01564,2025-10-24,C0075,P004,2,278.02,
O01565,2025-04-07,C1119,P014,2,1782.36,
O01566,2025-04-21,C0430,P012,2,1118.83,
O01567,2025-10-23,C0759,P001,3,147.52,M05
O01568,2025-09-15,C0256,P027,4,371.46,
O01569,2025-08-22,C0841,P014,3,1782.36,M07
O01570,2025-09-25,C0688,P025,1,1765.1,
O01571,2025-08-23,C0765,P014,2,1782.36,M03
O01572,2025-10-05,C0782,P014,3,1782.36,
O01573,2025-12-19,C0896,P022,3,517.27,
O01574,2025-02-20,C0213,P003,1,265.18,
O01575,2025-11-12,C0843,P030,1,1994.92,M02
O01576,2025-11-21,C1031,P015,5,1438.69,
O01577,2025-12-08,C0862,P010,2,276.22,M08
O01578,2025-10-10,C0235,P013,2,249.72,
O01579,2025-03-05,C0951,P012,4,1118.83,
O01580,2025-11-27,C0811,P023,1,535.19,
O01581,2025-04-25,C0581,P017,3,1746.32,
O01582,2025-05-16,C0850,P010,2,276.22,M07
O01583,2025-01-17,C0054,P001,2,147.52,
O01584,2025-09-23,C0651,P027,3,371.46,M07
O01585,2025-05-04,C0802,P018,2,1307.8,
O01586,2025-07-21,C0106,P027,5,371.46,M07
O01587,2025-03-30,C0652,P013,5,249.72,M04
O01588,2025-02-20,C0259,P023,5,535.19,M07
O01589,2025-11-18,C0533,P030,5,1994.92,M06
O01590,2025-04-15,C0192,P003,1,265.18,M03
O01591,2025-01-15,C1114,P020,1,1257.35,M01
O01592,2025-03-08,C0734,P015,2,1438.69,M04
O01593,2025-06-02,C1097,P007,2,1637.92,
O01594,2025-07-13,C0534,P025,1,1765.1,M03
O01595,2025-11-18,C1187,P001,1,147.52,M02
O01596,2025-02-24,C0579,P005,3,150.42,
O01597,2025-02-17,C1013,P003,3,265.18,
O01598,2025-04-17,C0207,P013,4,249.72,
O01599,2025-07-31,C0997,P003,1,265.18,M07
O01600,2025-07-12,C0643,P029,4,1805.86,
O01601,2025-04-03,C0021,P010,2,276.22,
O01602,2025-11-20,C0065,P020,1,1257.35,
O01603,2025-06-27,C1120,P016,1,1568.83,M05
O01604,2025-03-04,C0061,P007,5,1637.92,M03
O01605,2025-04-21,C0748,P028,1,1124.06,
O01606,2025-01-16,C0284,P011,2,1247.08,M03
O01607,2025-05-18,C0987,P009,2,509.1,
O01608,2025-06-28,C1130,P023,3,535.19,M08
O01609,2025-08-12,C0820,P017,2,1746.32,M04
O01610,2025-12-18,C0576,P028,4,1124.06,M05
O01611,2025-03-26,C0422,P026,4,851.7,M08
O01612,2025-08-05,C0557,P020,3,1257.35,
